username,user_id,city,country,gender,year_of_birth,CSP,goals,level_of_education
orapt,9254847,,,,,,,
ORASOL,,,,,,,,
oraumel,,Palaiseau,FR,m,1973,,Apprendre,hs
oray,6131774,,,,,,,
orbe25,212379,,,,,,,
Orby,,,,,,,,
orca70qc,2173840,,,,,,,
OrCaD,3013379,,,,,,,
Orchagwen,,,,,,,,
Orchid,,,,,,,,
orchidee36,4992780,,,,,,,
Orchis68,,,,,,,,
ordalex,,Robecq,FR,m,1996,,La motivation m'est dûe à la possibilité de se former sur d'autres filières gratuitement,hs
Ordinatrice,,None,,,None,,,
Ordinosor,,Neustadt am Rübenberge,DE,o,1972,,"Bonjour,
J'ai découvert le langage Python en Novembre 2015 et depuis, je code presque tous les jours. C'est un vrai plaisir que je partage sur mon blog https://kaadem.wordpress.com. Je souhaiterais approfondir mes connaissances dans ce langage.",jhs
ordisport,,,,,,,,
Ordoqui,,,,,,,,
Oregan_,,,,,,,,
Oregon,,,,,,,,
Oreille,,,,,,,,
oreillette,,,,,,,,
Oreina,,,,,,Employé,,
Orekay,19638619,,,,,,,
orel38,1315118,,,,,,,
Orelie71,,,,,,,,
Orelindel,5644025,,,,,,,
orely03,,saint yorre,FR,,None,,,
Orely31,2169175,,,,,,,
Orelyne,5262139,,,,,,,
orenaud,,,,,,,,
orenoult_e2,,,,,,,,
orestar,,,,,,,,
oreviron,,mâcon,FR,m,1973,,"Je suis responsable de formations techniques (chef de travaux).
Je souhaite faire de la veille, actualiser mes connaissances ou en acquérir de nouvelles.",m
orevollat,,,,,,,,
oreyen,,,,,,,,
Orfcb,,,,,,,,
orgacompte,,nimes,FR,m,1959,,,jhs
orgaladh,1528002,,,,,,,
organick,639930,,,,,,,
Organize,2032510,,,,,,,
organza82,,,,,,,,
Orgeval,,,,,,,,
orglube,7426036,,,,,,,
ORHAMZA,2500165,,,,,,,
Orhand,177063,,,,,,,
Oriaco,,,,,,,,
oriane_mn,3655872,,,,,,,
oriane33,1175715,,,,,,,
orianemarignier,,,,,,,,
OrianeP,388125,,,,,,,
OrianePat,,,,,,,,
orianeruppli,16876328,,,,,,,
Orianne33,,,,,,,,
OrianneRobert,2193761,,,,,,,
OriB,,Orsay,FR,f,1987,"Cadre, sup","Après un cursus scientifique, je souhaite développer mes compétences manageriales",p
orich,,,,,,,,
orichardot,,,,,,,,
ORIEL,5499692,,,,,,,
Orientic69,2204422,,,,,,,
ORiesen,,,,,,,,
origaud41,,,,,,,,
Orinne,,,,,,,,
Orinu,13999443,,,,,,,
OrioleKam,9663606,,,,,,,
orion2036,,,,,,,,
orion99,,,,,,,,
oriona,1310638,,,,,,,
Orionstars47,,,,,,,,
oriour,3116339,,,,,,,
Oriun,,,,,,,,
orix78,,,,,,,,
Orkhan_Samadov,12292701,,,,,,,
orl1289,2884176,Cartago,CR,m,1989,Etudiant,"I see it as a growth opportunity,that will allow me to learn and develop new areas in my career as an engineer.",b
Orlando,,,,,,,,
orlando_arvizu,12744633,,,,,,,
Orlando1408,428890,,,,,,,
orlandojosemonteiro,1710136,,,,,,,
OrlandoJoseph,,,,,,,,
orlandoreos,1168300,,,,,,,
Orlanth,,,,,,,,
Orlena,1161192,68300,FR,f,1959,,Développer ses compétences au fil des jours pour être bien dans sa tête,b
orlin,,,,,,,,
orluqt,,,,,,,,
ormanis1609,12177914,,,,,,,
Ormetronc,,,,,,,,
ormiscus,4727097,,,,,,,
ornano,,,,,,,,
Ornella83,,,,,,,,
ornellafrere,539118,,,,,,,
OrnellaSimba,,,,,,,,
Ornipanur,,,,,,,,
Ornot,3312794,,,,,,,
orochefeuille,3701367,,,,,,,
orochon,,Dissay,FR,m,1960,,Wants to get insights on accounting and finance for my job,m
orodrigues,,,,,,,,
oroger,,,,,,,,
oroig,,Versailles,FR,m,1973,"Cadre, sup",Découvrir en l’occurrence un peu plus l'astronomie et partager ces connaissances et ces réflexions au sein de ma famille dans le cadre de vrais cours interactifs basés sur des recherches actuelles et discutées au niveau international.,p
oromaniuk,12091952,,,,,,,
OROMES,,,,,,,,
oronce,5916988,,,,,,,
Oroquet,,,,,,,,
OrorGeb,2768070,,,,,,,
orotivel,6285259,,,,,,,
orouchie,,,,,,,,
ORoufosse,875076,,,,,,,
oroumieux,383145,,,,,,,
orousseau44,4883359,,,m,,"Cadre, sup",,
orouye15,3072029,,,,,,,
Orpaze,3661122,,,,,,,
Orphang,2272654,,,,,,,
Orpheecst,7706316,,,,,,,
orreref,,,,,,,,
ORRR,,,,,,,,
OrryFidji,,,,,,,,
orsayman,3208382,,,,,,,
ORSOLINA,,,,,,,,
Orsonwelles2017,,AMBOISE,FR,m,1970,,Développer à titre extra-professionnel mes aptitudes et connaissances de l'environnement numérique,jhs
OrsuM,,,,,,,,
orthoprivat,5434420,,,,,,,
orthy,,,,,,,,
ortizjuan2,4004752,,,,,,,
orue,,,,,,,,
ORUEZABAL,,,,,,,,
oRVale,5450593,,,,,,,
Orville,,Paris,FR,,None,,,
Orwald,5641655,,,,,,,
Orwell,803332,,,,,,,
orwen,1454508,Rouen,FR,m,1979,,apprendre à se servir d'une plateforme arduino et premier pas avec les CNC,m
orx57,,Fontoy,FR,m,1980,Prof interm,,b
orzata,,,,,,,,
OS99,9243251,,,,,,,
osaalexis,5918668,,,,,,,
osaboundji,4186116,,,,,,,
osadio,,,,,,,,
osadok,,,,,,,,
Osako,,,,,,,,
Osako13,,,,,,,,
oSalles67,,,,,,,,
osam16,,Abidjan,CI,m,1991,,tout qui veut apprendre s'ouvre toujours au monde extérieur . je vous remercie pour ce que vous faites pour tous ces personnes qui veulent apprendre,b
osama-qazi,8930398,,,,,,,
osama6886,11580727,,,,,,,
OsamaAdel,289472,,,,,,,
Osambou,6868321,,,,,,,
Osani,,,,,,,,
osasnel,,,,,,,,
OSAURIER,,,,,,,,
osav,,,,,,,,
osavoure-lucas,,,,,,,,
osazaeaiguwurhuo,14198113,,,,,,,
Osbornefr,,,,,,,,
oscar_goodwin,12824002,,,,,,,
Oscar_Medina,9234486,,,,,,,
Oscar16Maza,9120405,,,,,,,
Oscar2016,2714829,,,,,,,
oscarbaiko,,,,,,,,
OscarBelart,3998410,,,,,,,
oscarce10,12234511,,,,,,,
oscardcuire,3060020,,,,,,,
OscarDuque,3055645,,,,,,,
Oscare,,,,,,,,
oscarfox77,,,,,,,,
oscargbadou,,Abomey-Calavi,BJ,m,1989,"Artisan, commerçant ou chef d\'entreprise",Besoin d'accoitre mes connaissances,m
OscarKalambay06,,,,,,,,
oscarlavigne,393354,,,,,,,
oscarmiguelgm,14625067,,,,,,,
OscarNET,19134233,,,,,,,
oscarnova,,,,,,,,
oscarpc,2271010,,,,,,,
OscarSaldain,13005604,,,,,,,
OscarTurbine,,Genève,CH,m,1986,,"J'ai travaillé 7 ans dans l'aéronautique et j'ai repris mes études pour devenir ingénieur et j'aimerai rejoindre la formation supaero, si c'est possible... voici la raison de ma présence pour ce cours...",other
oscaryob,,,,,,,,
oscilloscope,10478706,,,,,,,
oscman,296419,,,,,,,
Oscrad,,,,,,,,
oscrs,6344962,,,,,,,
Osdik,,,,,,,,
ose27,3257135,,,,,,,
OseAlle,11839704,,,,,,,
OSeb,4387332,,,,,,,
oseb-beso,8000982,,,,,,,
OSedeno,18557206,,,,,,,
osee90,,,,,,,,
oseye,,Nice,FR,f,1986,,,p
oseznec,,None,,m,1963,,"Je travaille dans le domaine des technologies de l'information et j'interviens notamment sur le sujet du Green IT (ou Eco-TIC en français). Je cherche maintenant à développer une compétence plus forte sur le domaine de l'économie circulaire et l'écoconception Cradle-to-Cradle. 
J'espère trouver dans ce cours des mises en perspectives intéressantes entre le développement durable et l'économie circulaire.",m
OSFConsulting,322659,,,,,,,
Oshemat,3923320,,,,,,,
oshion,10883716,,,,,,,
OSI,,,,,,,,
Osiahmed,5099641,,,,,,,
Osiatis_FUN,,,,,,,,
Osimachine,5468580,,,,,,,
osimou,,Temara,MA,m,2000,,"Membre FabLab Temara ,je m'interesse à arduino ,robotique ,3D",jhs
osinam14,2663714,,,,,,,
OSINSA,12688372,,,,,,,
Osioke,1147295,,,,,,,
Osiris051979,19383454,,,,,,,
oskarmontoya,1654015,,,,,,,
oskkar,,,,,,,,
Oslolocci,5699792,,,,,,,
osm3000,2918950,,,,,,,
OsmanAliMian,4263050,,,,,,,
Osmancebidelik,9817101,,,,,,,
OSMEEA06,,Antibes,FR,m,1972,,Me former,m
Osmos,93388,,,,,,,
osnybully,1645083,,,,,,,
osoleil974,,,,,,,,
Osoope,712293,,,,,,,
OsoPardo,,None,,m,1982,,Apprendre pour plus de FUN,m
OSoulabaille,,Paris,FR,m,1970,,,m
ospeed,,None,,f,1979,,,hs
Osrev,,,,,,,,
osrodas,4548,,,,,,,
ossama94,,,,,,,,
ossardc,3402121,,,,,,,
Osseka,,,,,,,,
Ossibi,,None,,m,1987,,,m
OSSIBIBASILE,,,,,,,,
ossiriferd,3934500,,,,,,,
Ossobucco,,None,,m,1963,,,m
Osss,,,,,,,,
ossyfizy1,11399961,,,,,,,
OST,,,,,,,,
ostab,,,,,,,,
ostas,899025,,,,,,,
osteel,,None,,,None,,,
Ostian-Stephane,,,,,,,,
Ostrapocus,,Grenoble,FR,,None,,,
ostrauss,,,,,,,,
ostrogo,,,,,,,,
OSU,3257837,,,,,,,
osupk8,2808126,,,,,,,
osuptille,2342534,,,,,,,
osvaldofisica,13541923,,,,,,,
oswald_volant,2915871,,,,,,,
Oswald972,,,,,,,,
oswaldoforey,6082702,,,,,,,
oswaldrandz,11207372,,,,,,,
oswaldserge,959970,,,,,,,
OSYMA,10870150,,,,,,,
Osynia,7774371,,,,,,,
OT-,,,,,,,,
otadde65n,5169553,,,,,,,
Otano,50011,,,,,,,
otardella,,,,,,,,
otarkhan,3189435,,,,,,,
otaviocmedeiros,,,,,,,,
otaviojr,1891582,,,,,,,
otchim,3921939,,,,,,,
Otella,,,,,,,,
oten,3931043,,,,,,,
Othal,,,,,,,,
othellodesurmont,,,,,,,,
othiebaut,1716898,,,,,,,
othirel,,,,,,,,
othke,,Paris,FR,m,1983,,Mise à niveau des connaissances sur les réseaux,m
othman_elharrari,,,,,,,,
othman_za,,,,,,,,
othman_zakaria,8483813,,,,,,,
OthmanBzm,,,,,,,,
Othmane07,,,,,,,,
othmane1,,,,,,,,
Othmane24,,,,,,,,
othmane78,2976512,,,,,,,
OthmaneCR,,,,,,,,
OthmaneJ6,,Salé,MA,m,1995,,,b
othmaner,,,,,,,,
Othmangrb,,Marrakech,MA,m,1996,,,m
Othmanma,,,,,,,,
Othmano,3584712,,,,,,,
Othmanos,,,,,,,,
othmanox,,,,,,,,
Othniel,303051,,,,,,,
Otho92,,,,,,,,
othoth,,Medea,DZ,m,1984,,"I need this kind of course,then it help me for the future.",m
othoth12,,Meknes,MA,,None,,,
othuault,,,,,,,,
othus,10551007,,,,,,,
otiffany,,,,,,,,
otilagloire,4596255,,,,,,,
OtiliaR,9706757,,,,,,,
Otini77,9166076,,,,,,,
OtisNichols,11606094,,,,,,,
otisserond,,,,,,,,
Otitah,12799139,,,,,,,
OTIUM68,,,,,,,,
Otizi,,,,,,,,
otlazam,,,,,,,,
otman1964,14175161,,,,,,,
Otman1amlh,,,,,,,,
otmancr,,,,,,,,
otmane42,,tlemcen,DZ,m,1996,,"salut 
enfaîte c'est  mon oncle qui me l'a conseillé , et c'est grâce a lui  que je vais débuté  ce  passionnant  cours , en plus je suis en première année licence  math et informatique donc je dois avoir des connaissances en tous ce qui concerne l’Électronique ,programmation, et bien d'autre 
merci d'avoir mis  ce cours a la porté de tous le monde  ",jhs
Otmanebekkar,,,,,,,,
otmanebourht,,,,,,,,
Otmanelilia,,paris,FR,f,1990,,,m
otmanes,,,,,,,,
otoart,6089089,,,,,,,
otoebaert,3550290,,,,,,,
otohngodo,,,,,,,,
OtolizZ,,Lille,FR,m,1986,,J'ai un projet de domotique que j'aimerai apprendre a realiser,hs
otoulouse,1619712,,,,,,,
otournay,17423206,,,,,,,
Otow,,Caen,FR,m,1996,,,b
OTreg,,,,,,"Artisan, commerçant ou chef d\'entreprise",,
OTT,,,,,,,,
Otterproof,1526694,,,,,,,
OttiliaG,11691566,,,,,,,
ottman,,Ouarzazate,MA,m,1992,,my reasons is that i'm passionate by arduino ,m
Ottoditdac,,,,,,,,
oturlan,,Beynost,FR,,None,,"Sujets intéressants en rapport avec mon travail ou avec mes loisirs,, désir d'apprendre de manière continue.",
otycodrus,,,,,,,,
OTymoshe,13353710,,,,,,,
ou_ali,,,,,,,,
OuaAmo,18001986,,,,,,,
Ouab,3879126,,,,,,,
Ouacim,4693269,,,,,,,
Ouadida,,,,,,,,
OUAFAE,,,,,,,,
Ouafi_saad,,,,,,,,
OUAFI2,4829920,,,,,,,
ouafidio,3517737,,,,,,,
ouagague,,,,,,,,
ouaghlissi,,,,,,,,
Ouaha,5754259,,,,,,,
ouahdiac,1524792,,,,,,,
ouahi,,,,,,,,
ouahibaHamzaoui,,,,,,,,
ouahidi,,,,,,,,
ouajih1,,,,,,,,
Oualid_hs,,,,,,,,
oualid123,,,,m,,Etudiant,,
Oualid15,,,,,,,,
oualidBI,,,,,,,,
OualidBouterbiat,,Paris,FR,m,1992,,"Avec une multitudes de technologies de nos jours , il serait impossible de les maîtriser toutes !
Alors mooc pourrait nous aider à arriver un bon résultat selon nos ambitions.",m
oualidbsili,,,,,,,,
oualidel,1415463,,,,,,,
oualidlaid,,Biskra,DZ,m,1992,,,hs
Oualidork,,,,,,,,
OUALIEDDINE,,,,,,,,
oualorsdemain,,None,,m,1949,Retraité,,jhs
ouambi,6924224,,,,,,,
Ouantar,,,,,,,,
Ouantyouteque,,,,,,,,
Ouarda_RAMDANI,,,,,,,,
ouardimohamed,,,,,,,,
ouarradi,,sartrouville,FR,m,1970,,,other
Ouasho,5919496,,,,,,,
Ouasr,,,,,,,,
ouassilaB,,,,,,,,
OUAT_SOUL,4311417,,,,,,,
ouatik,5524626,,,,,,,
ouatlam_27,,Bobo-dioulasso,BF,m,1976,,Je vous remercie bien de m'accepter. Je tiens vraiment à réussir. ,m
ouatrahim,,,,,,,,
OUATT-AMI,8395933,,,,,,,
Ouattara_siaka,19927309,,,,,,,
Ouattaraaboubakar,,,,,,,,
ouattaradaoudi,,,,,,,,
Ouattarasindou,,,,,,,,
Ouattassi,,,,,,,,
ouatyl,304911,,,,,,,
ouaziz,,,,,,,,
OUBAHA99,,CASABLANCA,MA,m,1991,,,m
oubakrimhamid,,,,,,,,
oubanyt,6512671,,,,,,,
oubda,,,,m,,Enseignant,,
Oubelhamid,,,,,,,,
Oubella1984,,,,,,,,
Oubh,6559495,,,,,,,
oubidoc,,,,,,,,
oubil,,,,,,,,
Ouchen20,,,,,,,,
oucler,,,,,,,,
OUD98,205944,,,,,,,
Ouddasiham,7394261,,,,,,,
Oude-Makan,,,,,,,,
oudeniatou29,4552200,,,,,,,
Oudiagne,14742532,,,,,,,
oudjira,4215036,,,,,,,
OudKhalid,378402,,,,,,,
Oued,1545771,,,,,,,
ouedmed,,,,,,,,
ouedmichael2001,,,,,,,,
ouedra,3125150,,,,,,,
OUEDRAOGO_Frederic,10695735,,,,,,,
ouedraogo87,,,,,,,,
ouedraogoabdoulaziz,5338963,,,,,,,
ouedraogonicole,7442086,,,,,,,
ouedraogosytta,5373127,,,,,,,
ouedroun,5486556,,,,,,,
ouedy,15849964,,,,,,,
Ouerdia,6372715,,,,,,,
ouethy,1344916,,,,,,,
ouezzani,850,,,,,,,
ouf,51292,,,,,,,
Oufer,6487018,,,,,,,
ouffoueinnocent,,,,,,,,
Ouflou,,Fes,MA,f,1994,,,m
Oufra,,skikda,DZ,m,1994,,,b
ouiameFilali,672198,,,,,,,
ouiclem,4433850,,,,,,,
Ouinche,456861,,,,,,,
ouinnk,,,,,,,,
OUINSOUPAUL,,,,,,,,
ouiplala,19092145,,,,,,,
Ouissame,,,,,,,,
ouistitiflo,6378589,,,,,,,
Ouizainnait,,,,,,,,
oujjani,,,,,,,,
oukamed,,tanger,MA,m,1995,,,other
oukas,,,,,,,,
OukoumGbatti,,,,,,,,
OUKRICH,,,,,,,,
Oula85,2566078,,,,,,,
Oulachgar,8499323,,,,,,,
Oulaoop,,Besançon,FR,,None,,,
Oulare27,5515233,,,,,,,
oularefode,,,,,,,,
Ouldemame,4960647,,,,,,,
ouldnah,,,,,,,,
ouledamor,,,,,,,,
Oulfa25,,,,,,,,
OULGHA,,,,,,,,
Oulhaj2005,,Taroudant,MA,m,1975,,Merci,jhs
oulhakem,5001352,,,,,,,
oulianal,,,,,,,,
ouliensa,,Orléans,FR,f,1977,,Je gère un secteur Fantasy dans la bibliothèque où je travaille c'est pourquoi ce cours m'intéresse  beaucoup.,m
OulimataSarr,149939,,,,,,,
oulkaid,,,,,,,,
Oulkebous,,,,,,,,
oulov,4228488,,,,,,,
oulra,6252628,,,,,,,
ouma_dar,5491173,,,,,,,
ouma_janat12,,,,f,,Recherche emploi,,
ouma-kh,,,,,,,,
Ouma123,,,,,,,,
ouma19,,,,,,,,
ouma96,,AGADIR,MA,f,1996,,,jhs
OumaareNdiaye,,Dakar,SN,m,1995,,,m
Oumabelg,,,,,,,,
Oumaess,,,,,,,,
oumai,,,,,,,,
Oumaima-mkl,,,,,,,,
Oumaima-Oumami,,,,,,,,
Oumaimaaa,,,,,,,,
OumaimaAkil,,El Jadida,MA,f,1996,Etudiant,,hs
OumaimaBader,,,,,,,,
OUMAIMABOUSSOUF,,,,,,,,
Oumaimachr,,Casablanca,MA,f,1994,,,m
oumaimaELRH,,,,,,,,
oumamir,3628980,,,,,,,
OUMAphy,,,,,,,,
Oumar_Kb,,,,,,,,
oumar_kone18,,Conakry,GN,m,1995,,Je voudrais vraiment acquérir de bonnes formations car mon pays en manque,b
oumar_shady,,abidjan,CI,m,None,,,hs
Oumar-Mahamat,6844657,,,,,,,
oumar05,5198050,,,,,,,
Oumar115,,Bamako,ML,m,1994,,"Je suis un étudiant en fin de cycle , j'aimerai améliorer mon niveau ",b
OUMAR12,,,,,,,,
Oumar15,2988740,,,,,,,
oumar19931,1412886,,,,,,,
Oumar293,,,,,,,,
oumar34,,,,,,,,
oumarali,,,,,,,,
Oumarbarry1,,None,,m,1991,,,jhs
Oumardjimet,15987390,,,,,,,
oumarfatoumatabah,,conakry,GN,m,1992,,,b
oumarla,2714745,,,,,,,
OUMARNDO,,Dakar,SN,m,1977,,rehausser mon niveau en maths,m
oumarouk,,None,,m,2001,,,hs
oumarpatel,,Saint Denis,RE,m,1993,,"Bonjour, 

Je souhaiterais approfondir mes compétences dans certains domaine, et pour cela suivre les MOOC proposé par fun.",b
oumarsaid,8221891,,,,,,,
oumart,,,,,,,,
oumaryalcouye,44224,,,,,,,
oumasohab,,,,,,,,
oumawiem,,gafssa,TN,f,1997,,,b
Oumaye,,,,,,,,
oumayma007,,,,,,,,
oumayma99,,,,,,,,
oumda,,,,,,,,
oumfun,4963759,,,,,,,
oumiARJ,,,,,,,,
oumima,,,,f,,Etudiant,,
oumitta,,,,,,,,
oumluqman,5260057,,,,,,,
oummy,,,,,,,,
oumouklo,,dakar,SN,f,1991,,je voudrais realiser un reseau d'objets interconnectés ,m
OumouSN,,,,,,,,
Oumsey,,,,,,,,
OumyAby,,,,,,,,
OUMYAHYA,5731222,,,,,,,
Oumyrcq,5727994,,,,,,,
oumyy,,rabat ,MA,f,1995,,,m
ouokoland,,Cotonou,BJ,m,1989,,,b
Ouolo,,,,,,,,
ouoouo,854245,,,,,,,
Oupouwaout,,,,,,,,
Oupsy,2271715,,,,,,,
ouqail,,,,,,,,
ouragan28,,,,,,,,
Ouraganos,,,,,,,,
Ourahouomar,,,,,,,,
Ouranos,,paris,FR,m,1994,,je suis intéressé par des compétences pluridisciplinaire,jhs
ourbani,,,,,,,,
Ourebi,8161286,,,,,,,
ourham,,,,m,,Employé,,
Ouri,,,,,,,,
Ouriche-09,5101858,,,,,,,
Ourihi,,,,,,,,
OUROMBON,4810765,,,,,,,
Ouronius,,Bamako,ML,m,1988,,Je suis passionné d'architecture mais j'ai aussi un faible pour le numérique et je pense beaucoup à concilier les deux dans mes désirs de création et d' innovation. Merci!,b
ours05,694338,,,,,,,
oursdesvosges,,,,,,,,
oursfredo,248436,,,,,,,
Oursrapide,,,,,,,,
OursReveur,737854,,,,,,,
oury74,,,,,,,,
oury93,1802239,,,,,,,
ousabe90,,Tiaret,DZ,m,1990,,,b
OUSBILL,,,,,,,,
ousconate,1127559,,,,,,,
ousiafb,,lomé,TG,m,1989,,,b
ousinfo,,,,,,,,
Ousk,5013007,,,,,,,
ouskahgn,,,,,,,,
ousmaiga,,,,,,,,
ousman1,,,,,,,,
ousmane,152165,,,,,,,
ousmane2017,,,,,,,,
ousmane37,,,,,,,,
ousmane73,16611211,,,,,,,
Ousmanebah24,10938499,,,,,,,
ousmanediop3,4998335,,,,,,,
Ousmanefis,3653220,,,,,,,
Ousmanekanendao,,,,,,,,
Ousmanekourouba,,,,,,,,
Ousmanemaig,,,,,,,,
OusmaneSanoh,,,,,,,,
OusmaneSY,381597,,,,,,,
ousmanetanou,16236417,,,,,,,
Ousmania,,,,,,,,
ouso,,,,,,,,
ousous,,,,,,,,
ouss09,,,,,,,,
OUSS76,,Tanger,MA,m,1976,,Ma principale motivation c'est la maitrise des outils de conception et réalisation d'objet 2d et 3d par l'électronique à microprocesseur,m
oussa1995,5847863,,,,,,,
oussa94,,,,,,,,
oussaamaa,,,,,,,,
oussadel,11407667,,,,,,,
Oussama_ace,,,,,,,,
Oussama_ha,,Sousse,TN,m,1994,,,m
oussama_hak,,,,,,,,
oussama_rezig,,,,,,,,
oussama-haddadi,,,,,,,,
Oussama-zakri,,,,,,,,
Oussama11,,,,,,,,
Oussama12433,,,,,,,,
Oussama132,,,,,,,,
Oussama19,,,,,,,,
oussama1995171,,,,,,,,
oussama2014,,Medea,DZ,m,1971,"Cadre, sup",excellente,m
oussama28,,,,,,,,
Oussama30,,SETTAT,MA,m,1989,,,m
Oussama48,,,,,,,,
Oussama7,2613254,,,,,,,
Oussama82,,,,,,,,
oussama9594,,guellala,TN,m,2003,,,el
oussamaABD,,,,,,,,
oussamabaghedoud,,tiznit,MA,m,1995,,interested in your courses,hs
oussamabdr,,,,,,,,
oussamabenaissa,,tunis,TN,,None,,,
oussamabrik,6547795,,,,,,,
Oussamacharfi,,,,,,,,
oussamaco,4795681,,,,,,,
Oussamae7,,,,,,,,
Oussamaelbani,,,,,,,,
oussamaFF,3597792,,,,,,,
oussamahaj,,,,,,,,
OussamaKHEMIRI,,,,,,,,
oussamalok,,,,,,,,
oussamamnafki,,,,,,,,
oussamamoutiq,,,,,,,,
oussamaous,,,,,,,,
oussamatlh,,,,,,,,
oussamazaki,,,,,,,,
oussamaZR,,,,,,,,
oussangelo,,,,,,,,
oussax,9555281,,,,,,,
oussein,,,,,,,,
Ousseine,5707661,,,,,,,
Oussema_Frikha,,,,,,,,
oussema_keskes,,sfax,TN,m,1992,,,m
oussema1994,,,,,,,,
oussemabm,,tunis,TN,m,1995,,,jhs
oussey,,,,,,"Cadre, sup",,
Ousseybah,,,,,,,,
Oussilia,,,,,,,,
ousskara,,,,,,,,
ousskorichi,,alger,DZ,m,1993,,,hs
ousso2006,3147656,,,,,,,
oussou,436470,,,,,,,
oussou2014,,,,,,,,
oussou23,927195,,,,,,,
OussouMamoudou,607905,,,,,,,
oussoumane,,dakar,SN,m,1988,,,m
ousstic,,bouira,DZ,m,1995,,mon ami a conseillé de suivie notre mooc ,b
Ousted,,Oran,DZ,m,1957,,Mes motivations sont d'ordre pédagogique,m
Ousti8,,Gonesse,FR,m,1998,,Je veux apprendre à programmer ,m
outa,,,,,,,,
outhita_2955,2972117,,,,,,,
outsaphone,,,,m,,Prof interm,,
outstudent,,,,,,,,
Ouways,,,,,,,,
ouye2,,,,,,,,
ouz-han34,,,,,,,,
ouzaich,,BORDJ EL KIFFAN,DZ,m,1993,,,b
ouzarf,,None,,m,1981,,,p
OUZAY,,,,,,,,
ouze98,,,,,,,,
ova,,,,,,,,
ovalerie,5494367,,,,,,,
ovaliss,3147629,,,,,,,
OVALLEE,,Saint-Pierre,RE,m,1983,Recherche emploi,"Développer mes compétences de cadre, responsables des plusieurs équipes techniques ",m
ovallot,,,,,,,,
ovanstraelen,11528975,,,,,,,
ovautier,,rennes,FR,m,1969,,,hs
Over_score,514122,,,,,,,
over-jay,,,,,,,,
overpotbet,2497829,,,,,,,
Ovest,1680510,,,,,,,
Oviala,18467467,,,,,,,
ovid,,,,,,,,
ovidiuacomi,10882814,,,,,,,
ovidius,,,,,,,,
ovidiuu,,,,,,,,
ovier,,ransart,BE,m,1972,Employé,"bonjour, malgré le suivi de plas mal de tutos et le test de nombreux programmes de dessins 3D je ne parviens pas à comprendre comment faire pour dessiner une pièce. j ai une imprimante 3D et j aimerais vraiment pouvoir me faire mes pièces pour le modélisme. jusque là je suis obligé de prendre des fichier tout fait qui ne me conviennent pas tout le temps. merci",el
ovier1,,ransart,BE,m,1972,Employé,"apprendre pour avancer, changer de boulot pour faire quelque chose qui nous plait plus, pouvoir réaliser concrètement ce que l on a en tête ",jhs
ovik,1598095,,,,,,,
ovilaine,6033334,,,,,,,
ovimjc,8843078,,,,,,,
OVIVE,,Beaumes de Venise,FR,m,1949,,Je m' ennuie,b
OVMT,6173917,,,,,,,
OVNI78460,,,,,,,,
Ovo,,,,,,,,
Ovsanna,,,,,,,,
ow81,,,,,,,,
OwaisTahir,8431563,,,,,,,
Owatt,,,,,,,,
Owel94,,Cachan,FR,m,1983,,"Etudiant en fin de cursus et après avoir suivis des cours du même thématique que celui présenté ci contre, le projet d'innovation que je me suis fixé pour valider mon diplôme s'inscrit dans le cadre de l'innovation sociale. Originaire de Madagascar, je sollicite votre expertise pour mieux mesurer l'enjeu de ce type de concept dans un contexte frugale et de savoir faire dans le domaine d'organisation et d'aide à la gestion des PME/PMI. Dans cette démarche j' essaie d'utiliser tous les réseaux existants tels que Facebook et la téléphonie mobile pour acquérir des informations clients, encaisser et émettre des transactions. Pour mettre en œuvre ce projet, j'ai besoin d'une ingenieurie en informatique et un lieu pour tester la faisabilité de cette idée naissante d'où la nécessité de suivre votre cours pour découvrir des pistes de réflexion pour solutionner notre préoccupation.",m
OwenGourley,135383,,,,,,,
owerfly,,,,,,,,
owilfrid,4660692,,,,,,,
Owlman,3452297,,,,,,,
owned-fire,,,,,,,,
owolabisnr,7007000,,,,,,,
ox-zaza,,,,,,,,
Oxance,,,,,,,,
oxar,499473,,,,,,,
OxAriS,,,,,,,,
oxmo35,,,,,,,,
Oxoto,,,,,,,,
OXPHILIPPE,5082719,,,,,,,
oxyane,,,,,,,,
oxybelso,,,,,,,,
Oxyli_,11923822,,,,,,,
OYAHIA,,,,,,,,
Oyashirox,547440,,,,,,,
oyat2010,6737780,,,,,,,
oyedejiayodeji55,15414901,,,,,,,
oyedexter,7286910,,,,,,,
OYENIYE,85663,,,,,,,
Oyono,,,,,,,,
OYTIS,32977,,,,,,,
Oz,,,,,,,,
Ozah,,,,,,,,
ozamord,,None,,m,1976,,L'envie d' apprendre et de combler des lacunes,b
Ozaug,,,,,,,,
OZebraoui,,,,,,,,
Ozer,,None,,m,1994,,MOOCasso,b
ozerbib,1085091,,,,,,,
oziel_valadez,7876402,,,,,,,
ozipossum,,,,,,,,
ozkansengul,420758,,,,,,,
OzLegend,19457349,,,,,,,
ozone,,None,,m,1969,,"Pouvoir apprendre sans contraintes temporelles et sans se deplacer.
La formation sur python m interesse.

",m
ozone06,6167245,,,,,,,
ozouma,16742765,,,,,,,
Ozzi29,4780849,,,,,,,
ozzman,,,,,,,,
OzZy02,,,,,,,,
p_0g_8mm3_,11285856,,,,,,,
